timestamp,actual_q,actual_qd,target_qd_acceleration
1716711068.8605824,"[-3.2897539774524134, -2.985050980244772, -0.095710579548971, -2.582926098500387, -0.29945212999452764, 1.1701663732528687]","[-0.00046019424917176366, -1.917476038215682e-05, -0.00014381069922819734, -0.0008868326549418271, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.8762233,"[-3.289717976246969, -2.9850028196917933, -0.09568673769106084, -2.582949940358297, -0.2994278112994593, 1.170190691947937]","[-0.0003834952076431364, -1.917476038215682e-05, -0.00014381069922819734, -0.0007190534961409867, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.8923104,"[-3.289729897175924, -2.9850028196917933, -0.09569865862001592, -2.5829017798053187, -0.2994278112994593, 1.170142412185669]","[-0.00032597093377262354, -1.917476038215682e-05, -0.00014381069922819734, -0.0006231797160580754, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.9083276,"[-3.289706055318014, -2.984978977833883, -0.09566289583315069, -2.582914177571432, -0.2994278112994593, 1.170154333114624]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00014381069922819734, -0.0005273059359751642, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.9240177,"[-3.289729897175924, -2.9850028196917933, -0.09566289583315069, -2.582938019429342, -0.29943973222841436, 1.170154333114624]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.0005033374764025211, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.939917,"[-3.289717976246969, -2.9850028196917933, -0.09567481676210576, -2.582914177571432, -0.2994158903705042, 1.170190691947937]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.00043143212678842247, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.9559355,"[-3.2897539774524134, -2.984978977833883, -0.09566289583315069, -2.582914177571432, -0.2994039694415491, 1.170190691947937]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.0003834952076431364, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.9716837,"[-3.2897539774524134, -2.9850028196917933, -0.095710579548971, -2.5829737822162073, -0.2994278112994593, 1.1701303720474243]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.00035952674807049334, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711068.9873407,"[-3.289741818104879, -2.984978977833883, -0.095710579548971, -2.5830100218402308, -0.2994158903705042, 1.170190691947937]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.00033555831760168076, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0032172,"[-3.2897539774524134, -2.984990898762838, -0.095710579548971, -2.5829857031451624, -0.2993682066546839, 1.170154333114624]","[-0.0003067961661145091, -1.917476038215682e-05, -0.00011984225420746952, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0189226,"[-3.289729897175924, -2.984978977833883, -0.095710579548971, -2.5829857031451624, -0.29939204851259404, 1.1701782941818237]","[-0.0003067961661145091, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0348222,"[-3.289741818104879, -2.984967056904928, -0.09569865862001592, -2.5830100218402308, -0.29939204851259404, 1.1701303720474243]","[-0.00026844663079828024, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0509372,"[-3.2897658983813685, -2.9850028196917933, -0.09568673769106084, -2.5829618612872522, -0.29939204851259404, 1.170202612876892]","[-0.00023009712458588183, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0665188,"[-3.289741818104879, -2.9850152174579065, -0.095710579548971, -2.5829618612872522, -0.2993682066546839, 1.1701663732528687]","[-0.0002109223569277674, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0823922,"[-3.28969389597048, -2.984978977833883, -0.09566289583315069, -2.5829737822162073, -0.29938012758363897, 1.170190691947937]","[-0.0001917476038215682, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.0984855,"[-3.289717976246969, -2.9850152174579065, -0.09565097490419561, -2.5829618612872522, -0.29945212999452764, 1.1701663732528687]","[-0.00017257283616345376, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1145194,"[-3.2896819750415247, -2.984990898762838, -0.09568673769106084, -2.5829618612872522, -0.29939204851259404, 1.170154333114624]","[-0.00015339808305725455, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1306388,"[-3.28962213197817, -2.984978977833883, -0.09563857713808233, -2.5829618612872522, -0.29938012758363897, 1.170190691947937]","[-0.00015339808305725455, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1465251,"[-3.289586130772726, -2.984943215047018, -0.09563857713808233, -2.5829618612872522, -0.29943973222841436, 1.170142412185669]","[-0.00013422331539914012, -1.917476038215682e-05, -9.58738019107841e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1625357,"[-3.2895501295672815, -2.984955135975973, -0.09562665620912725, -2.582949940358297, -0.2994158903705042, 1.1701663732528687]","[-0.00013422331539914012, -1.917476038215682e-05, -7.190534961409867e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1784773,"[-3.289490286503927, -2.984990898762838, -0.09562665620912725, -2.5828898588763636, -0.2994039694415491, 1.1701663732528687]","[1.917476038215682e-05, -1.917476038215682e-05, -7.190534961409867e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.1945186,"[-3.2894542852984827, -2.9850028196917933, -0.09562665620912725, -2.5829017798053187, -0.29938012758363897, 1.170154333114624]","[0.0014764565275982022, -1.917476038215682e-05, -7.190534961409867e-05, -0.0003115898580290377, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.2102153,"[-3.289370838795797, -2.984990898762838, -0.09561473528017217, -2.5829017798053187, -0.2994158903705042, 1.1701663732528687]","[0.005368933081626892, -1.917476038215682e-05, -7.190534961409867e-05, -0.00028762139845639467, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.2260237,"[-3.2892149130450647, -2.984967056904928, -0.09562665620912725, -2.5829017798053187, -0.29939204851259404, 1.170190691947937]","[0.011447331868112087, -1.917476038215682e-05, -7.190534961409867e-05, -0.0002636529679875821, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.2420342,"[-3.2889872233020228, -2.984943215047018, -0.09562665620912725, -2.5828898588763636, -0.2994039694415491, 1.1701782941818237]","[0.014400244690477848, -1.917476038215682e-05, -7.190534961409867e-05, -0.0002636529679875821, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.257878,"[-3.2887359301196497, -2.984955135975973, -0.09559089342226201, -2.5828540960894983, -0.2994278112994593, 1.1701663732528687]","[0.01649029366672039, -1.917476038215682e-05, -7.190534961409867e-05, -0.00023968450841493905, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.273957,"[-3.2883763949023646, -2.984990898762838, -0.09555513063539678, -2.5828421751605433, -0.29943973222841436, 1.1701782941818237]","[0.02684466354548931, -1.917476038215682e-05, -7.190534961409867e-05, -0.00021571606339421123, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.2897692,"[-3.28784948984255, -2.984943215047018, -0.09557897249330694, -2.5828421751605433, -0.29938012758363897, 1.1701663732528687]","[0.03863714262843132, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3055336,"[-3.2871432940112513, -2.984943215047018, -0.0955427328692835, -2.5828540960894983, -0.2994039694415491, 1.1701663732528687]","[0.051062386482954025, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3210385,"[-3.286292616521017, -2.984931294118063, -0.09560281435121709, -2.5828898588763636, -0.29939204851259404, 1.170190691947937]","[0.059077437967061996, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3365316,"[-3.2852028051959437, -2.984967056904928, -0.09557897249330694, -2.5828660170184534, -0.2994039694415491, 1.170202612876892]","[0.0833718553185463, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3525312,"[-3.2838497797595423, -2.984931294118063, -0.09557897249330694, -2.5828421751605433, -0.2993682066546839, 1.170202612876892]","[0.09265244007110596, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3684504,"[-3.282304588948385, -2.984931294118063, -0.09559089342226201, -2.582830254231588, -0.29939204851259404, 1.1701663732528687]","[0.10317938774824142, -1.917476038215682e-05, -7.190534961409867e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.3844497,"[-3.280639950429098, -2.984931294118063, -0.09555513063539678, -2.5828540960894983, -0.2993682066546839, 1.1701782941818237]","[0.10757040232419968, -1.917476038215682e-05, -4.793690095539205e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.4004424,"[-3.2788198629962366, -2.9849193731891077, -0.09555513063539678, -2.5828540960894983, -0.29939204851259404, 1.170202612876892]","[0.11867259442806244, -1.917476038215682e-05, -4.793690095539205e-05, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.416521,"[-3.2769394556628626, -2.9849069754229944, -0.0955427328692835, -2.5828421751605433, -0.29939204851259404, 1.170190691947937]","[0.11292016506195068, -1.917476038215682e-05, -0.0, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.4325395,"[-3.275107208882467, -2.9849069754229944, -0.09551889101137334, -2.5828660170184534, -0.2994039694415491, 1.1701782941818237]","[0.1221432238817215, -1.917476038215682e-05, -0.0, 4.793690095539205e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.448571,"[-3.274496618901388, -2.984835449849264, -0.09550697008241826, -2.5827577749835413, -0.2995241324054163, 1.1701782941818237]","[-0.03675801679491997, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.464458,"[-3.2747836748706263, -2.984871212636129, -0.09559089342226201, -2.5828421751605433, -0.2994158903705042, 1.170202612876892]","[-0.017736652866005898, 0.0, -0.0, 0.0, -0.0028762139845639467, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.4803379,"[-3.27484375635256, -2.9847033659564417, -0.09543496767152959, -2.5827940146075647, -0.2994878927813929, 1.170190691947937]","[-0.006730340886861086, 0.0, -0.0, 0.0, 0.005392901599407196, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.4964137,"[-3.2751553694354456, -2.9847992102252405, -0.09548312822450811, -2.582830254231588, -0.2994158903705042, 1.1701782941818237]","[-0.0054456316865980625, 0.0, 0.0031398669816553593, 0.0, 0.0023009711876511574, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.5125382,"[-3.275214735661642, -2.984931294118063, -0.09562665620912725, -2.5828660170184534, -0.2994158903705042, 1.170154333114624]","[-0.003930825740098953, 0.0, -0.001701759989373386, 0.0, 0.00512924836948514, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.528462,"[-3.2752748171435755, -2.984943215047018, -0.09560281435121709, -2.5827940146075647, -0.29945212999452764, 1.170202612876892]","[-0.010872089304029942, 0.0, -0.001701759989373386, 0.0, 0.003499393817037344, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.5440257,"[-3.2754784266101282, -2.9849069754229944, -0.09557897249330694, -2.582817856465475, -0.2994039694415491, 1.170190691947937]","[-0.01787087693810463, 0.0, -0.0014860439114272594, 0.0, 0.0018695391481742263, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.5599394,"[-3.27580172220339, -2.9848230520831507, -0.09549504915346319, -2.582830254231588, -0.2994278112994593, 1.1702146530151367]","[-0.011830827221274376, 0.0, -0.0009827064350247383, 0.0, 0.001270327833481133, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.5758371,"[-3.2758615652667444, -2.984859291707174, -0.09559089342226201, -2.58280593553652, -0.2994039694415491, 1.1701663732528687]","[-0.011830827221274376, 0.0, -0.0009827064350247383, 0.0, 0.0009587380336597562, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.5915186,"[-3.275813643132345, -2.9848950544940394, -0.09553081194032842, -2.5827940146075647, -0.29945212999452764, 1.170202612876892]","[-0.001859951764345169, 0.0, -0.0009827064350247383, 0.0, 0.0007669904152862728, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6075542,"[-3.27580172220339, -2.9849193731891077, -0.09560281435121709, -2.58280593553652, -0.2994158903705042, 1.1702146530151367]","[-0.0012463594321161509, 0.0, -0.0009827064350247383, 0.0, 0.0006471481756307185, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6234615,"[-3.2758975664721888, -2.984835449849264, -0.09553081194032842, -2.5828421751605433, -0.29943973222841436, 1.1701782941818237]","[-0.0035473306197673082, 0.0, -0.0008628642535768449, 0.0, 0.0005512743955478072, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6394124,"[-3.276017491017477, -2.984847370778219, -0.09555513063539678, -2.582817856465475, -0.29943973222841436, 1.1702266931533813]","[-0.0070946612395346165, 0.0, -0.0007190534961409867, 0.0, 0.0004793690168298781, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6550467,"[-3.2762091795550745, -2.9848831335650843, -0.09551889101137334, -2.5827940146075647, -0.2994278112994593, 1.170190691947937]","[-0.01998010091483593, 0.0, -0.0005992112564854324, 0.0, 0.00043143212678842247, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6710389,"[-3.2764363924609583, -2.984847370778219, -0.09556705156435186, -2.582817856465475, -0.29945212999452764, 1.170190691947937]","[-0.01829272136092186, 0.0, -0.0005273059359751642, 0.0, 0.0003834952076431364, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.6870437,"[-3.2766762415515345, -2.9848111311541956, -0.0955427328692835, -2.582817856465475, -0.2994759718524378, 1.1701782941818237]","[-0.007823302410542965, 0.0, -0.00045540055725723505, 0.0, 0.00035952674807049334, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7029362,"[-3.276855532323019, -2.9848111311541956, -0.09549504915346319, -2.58280593553652, -0.2994158903705042, 1.170202612876892]","[-0.009357282891869545, 0.0, -0.0004074636672157794, 0.0, 0.0003115898580290377, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7186506,"[-3.2769513765918177, -2.984847370778219, -0.09555513063539678, -2.582817856465475, -0.2994039694415491, 1.170190691947937]","[-0.006078398786485195, 0.0, -0.00035952674807049334, 0.0, 0.00028762139845639467, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7347262,"[-3.276987377797262, -2.9847992102252405, -0.09549504915346319, -2.5827820936786097, -0.2994158903705042, 1.170202612876892]","[-0.0019558256026357412, 0.0, -0.00033555831760168076, 0.0, 0.0002636529679875821, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7505815,"[-3.276975456868307, -2.984835449849264, -0.09551889101137334, -2.58280593553652, -0.29939204851259404, 1.170202612876892]","[-0.001035437104292214, 0.0, -0.0003115898580290377, 0.0, 0.0002636529679875821, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7665434,"[-3.2769394556628626, -2.984835449849264, -0.09550697008241826, -2.5828660170184534, -0.2994039694415491, 1.170142412185669]","[-0.0007094661123119295, 0.0, -0.00028762139845639467, 0.0, 0.00023968450841493905, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7825427,"[-3.2769275347339075, -2.984847370778219, -0.0955427328692835, -2.582817856465475, -0.2994158903705042, 1.170190691947937]","[-0.0005368932615965605, 0.0, -0.0002636529679875821, 0.0, 0.00021571606339421123, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.7984626,"[-3.2769275347339075, -2.984871212636129, -0.09557897249330694, -2.5828660170184534, -0.2994640509234827, 1.170202612876892]","[-0.0004218447138555348, 0.0, -0.00023968450841493905, 0.0, 0.00021571606339421123, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.8145459,"[-3.2769275347339075, -2.984847370778219, -0.09555513063539678, -2.582830254231588, -0.29945212999452764, 1.1701782941818237]","[-0.0003451456723269075, 0.0, -0.00023968450841493905, 0.0, 0.0001917476038215682, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.8305495,"[-3.2769275347339075, -2.984859291707174, -0.0955427328692835, -2.58280593553652, -0.29939204851259404, 1.1702146530151367]","[-0.0003067961661145091, 0.0, -0.00021571606339421123, 0.0, 0.0001917476038215682, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.846587,"[-3.2769394556628626, -2.9848950544940394, -0.09553081194032842, -2.582817856465475, -0.29943973222841436, 1.170190691947937]","[-0.00026844663079828024, 0.0, -0.00021571606339421123, 0.0, 0.00016777915880084038, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.8625562,"[-3.2769513765918177, -2.984835449849264, -0.0955427328692835, -2.5828421751605433, -0.2994039694415491, 1.170202612876892]","[-0.00023009712458588183, 0.0, -0.0001917476038215682, 0.0, 0.00016777915880084038, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.8781874,"[-3.2769394556628626, -2.9848831335650843, -0.0955427328692835, -2.582817856465475, -0.2994278112994593, 1.1701782941818237]","[-0.0002109223569277674, 0.0, -0.0001917476038215682, 0.0, 0.00016777915880084038, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.8945699,"[-3.2769394556628626, -2.9849069754229944, -0.09556705156435186, -2.5828421751605433, -0.2994278112994593, 1.170202612876892]","[-0.0001917476038215682, 0.0, -0.0001917476038215682, 0.0, 0.00016777915880084038, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9102736,"[-3.276987377797262, -2.9849069754229944, -0.09555513063539678, -2.582830254231588, -0.2994278112994593, 1.170202612876892]","[-0.00017257283616345376, 0.0, -0.00016777915880084038, 0.0, 0.00014381069922819734, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9263678,"[-3.2769632975207728, -2.9848831335650843, -0.09553081194032842, -2.5828779379474085, -0.2994759718524378, 1.170142412185669]","[3.834952076431364e-05, 0.0, -0.00016777915880084038, 0.0, 0.00014381069922819734, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9420598,"[-3.2769034544574183, -2.984871212636129, -0.09555513063539678, -2.582817856465475, -0.29943973222841436, 1.1701663732528687]","[3.834952076431364e-05, 0.0, -0.00016777915880084038, 0.0, 0.00014381069922819734, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9580536,"[-3.2768314520465296, -2.984859291707174, -0.09551889101137334, -2.5828660170184534, -0.2994158903705042, 1.170202612876892]","[0.006749515421688557, 0.0, -0.00014381069922819734, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9740348,"[-3.2766881624804896, -2.984835449849264, -0.0955427328692835, -2.582830254231588, -0.29945212999452764, 1.170202612876892]","[0.0057716029696166515, 0.0, -0.00014381069922819734, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711069.9892483,"[-3.2766762415515345, -2.9848230520831507, -0.09553081194032842, -2.5828421751605433, -0.2994278112994593, 1.170202612876892]","[0.0027228158432990313, 0.0, -0.00014381069922819734, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.0049818,"[-3.2767000834094446, -2.9847634474383753, -0.0955427328692835, -2.582830254231588, -0.2994278112994593, 1.1701782941818237]","[0.0023968450259417295, 0.0, -0.00011984225420746952, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.0210629,"[-3.2766640822040003, -2.984847370778219, -0.0955427328692835, -2.582830254231588, -0.29943973222841436, 1.1701663732528687]","[0.0011504855938255787, 0.0, -0.00011984225420746952, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.037062,"[-3.2766640822040003, -2.9848111311541956, -0.09551889101137334, -2.58280593553652, -0.29943973222841436, 1.1701782941818237]","[0.0007861651829443872, 0.0, -0.00011984225420746952, 0.0, 0.00011984225420746952, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.0530608,"[-3.276628080998556, -2.984847370778219, -0.09550697008241826, -2.582817856465475, -0.29945212999452764, 1.1701663732528687]","[0.0027036413084715605, 0.0, -0.00011984225420746952, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.0691702,"[-3.2765443960772913, -2.984835449849264, -0.0955427328692835, -2.582817856465475, -0.2994759718524378, 1.170202612876892]","[0.0041609229519963264, 0.0, -0.00011984225420746952, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.0849056,"[-3.276496473942892, -2.984871212636129, -0.09549504915346319, -2.5827940146075647, -0.2994640509234827, 1.1701782941818237]","[0.004065049346536398, 0.0, -0.00011984225420746952, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.1005678,"[-3.276400391255514, -2.984847370778219, -0.09553081194032842, -2.5828540960894983, -0.2994158903705042, 1.170190691947937]","[0.003930825740098953, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.1163557,"[-3.2763524691211146, -2.984859291707174, -0.09550697008241826, -2.5828421751605433, -0.29943973222841436, 1.1702146530151367]","[0.002454369328916073, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.1323314,"[-3.2763524691211146, -2.984871212636129, -0.09553081194032842, -2.582830254231588, -0.29943973222841436, 1.170190691947937]","[0.0013230585027486086, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.1484418,"[-3.276376549397604, -2.984859291707174, -0.09555513063539678, -2.582830254231588, -0.2994278112994593, 1.170190691947937]","[0.0008245147182606161, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.16452,"[-3.276388470326559, -2.9848831335650843, -0.09555513063539678, -2.582817856465475, -0.2994158903705042, 1.1701663732528687]","[0.0005944175645709038, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.180494,"[-3.2763524691211146, -2.984835449849264, -0.09553081194032842, -2.582817856465475, -0.2994640509234827, 1.170190691947937]","[0.00046019424917176366, 0.0, -9.58738019107841e-05, 0.0, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.1965764,"[-3.276388470326559, -2.984859291707174, -0.0955427328692835, -2.5827940146075647, -0.29945212999452764, 1.170202612876892]","[0.0003834952076431364, 0.0, -9.58738019107841e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.2125528,"[-3.276376549397604, -2.9849193731891077, -0.09553081194032842, -2.582830254231588, -0.2994039694415491, 1.170190691947937]","[0.00032597093377262354, 0.0, -9.58738019107841e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.228564,"[-3.276388470326559, -2.984871212636129, -0.09550697008241826, -2.5828421751605433, -0.2994039694415491, 1.170154333114624]","[0.00028762139845639467, 0.0, -7.190534961409867e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.2445452,"[-3.276388470326559, -2.984859291707174, -0.0955427328692835, -2.58280593553652, -0.29945212999452764, 1.170190691947937]","[0.00024927189224399626, 0.0, -7.190534961409867e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.2605567,"[-3.2763524691211146, -2.984847370778219, -0.09553081194032842, -2.5828421751605433, -0.2994039694415491, 1.170190691947937]","[0.0002109223569277674, 0.0, -7.190534961409867e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711070.2765932,"[-3.2763524691211146, -2.984847370778219, -0.0955427328692835, -2.582817856465475, -0.2994278112994593, 1.1701782941818237]","[0.0001917476038215682, 0.0, -7.190534961409867e-05, 0.0, 7.190534961409867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
